reward phase, end-to-end, proof phase e2e - reward phase
3.788418, 4.193567999999999, 0.405149999999999 
3.9064729999999983, 4.320274000000001, 0.41380100000000297 
4.014251999999999, 4.4136050000000004, 0.3993530000000014 
3.6877239999999993, 4.103228999999999, 0.41550499999999957  
3.857724000000001, 4.241657, 0.38393299999999897 
3.6853279999999984, 4.089406, 0.40407800000000194 
3.821950000000001, 4.2403569999999995, 0.4184069999999984 
3.7876270000000005, 4.1821860000000015, 0.394559000000001  
3.804741, 4.231805999999999, 0.4270649999999989 
3.6648010000000006, 4.047794, 0.38299299999999903 
