reward phase, end-to-end, proof phase e2e - reward phase
2.2917559999999995, 2.689454999999999, 0.39769899999999936 
2.1864130000000017, 2.5704980000000006, 0.3840849999999989 
2.198198999999999, 2.5876540000000006, 0.38945500000000166 
2.179093999999999, 2.599245, 0.4201510000000006 
2.1488419999999984, 2.5507959999999983, 0.4019539999999999 
2.1396060000000006, 2.5351430000000015, 0.3955370000000009 
2.1922439999999987, 2.5963649999999987, 0.40412099999999995 
2.279945999999999, 2.6776599999999995, 0.39771400000000057  
2.2119670000000013, 2.620379, 0.40841199999999844 
2.32873, 2.7390399999999993, 0.41030999999999906 
